text,level
"Es runāju franciski un angliski. Man patīk peldēt. Man garšo šokolāde un pica, bet negaršo kafija",viegls
"Viņš arī strādā slimnīcā. Man patīk peldēt, gatavot un mācīties, bet man nepatīk strādāt",viegls
"Jūlija un Vladimirs dzīvo Francijā, bet tie ir no Francijas",viegls
Es dzīvošu manu vecāku mājās. Es ilgojos pēc savas ģimenes,viegls
"Mana ģimene ir mana māte, mans tēvs un viena māsa",viegls
Normāli es ēdu maizi un sieru. Pēc pusdienām es eju uz kafejnīcu un lasu grāmatu,vidējs
Es zvanu vecākiem divas vai trīs reizes mēnesī,viegls
"Man patīk Rīga, bet tagad ir auksts laiks. Man garšo makaroni, bet man negaršo tomāti",viegls
"Manu māsu sauc Flēra, un viņai ir divdesmit gadi. Viņa dzīvo Minhenē, jo viņa studē vāciski",viegls
"Un man arī patīk sportot. Man ir trīs brāļi, viņus sauc Radžibs, Imdads un Imrans",vidējs
"Viņi ir 12 un 20 gadus veci. Ļoti bieži mēs cīnāmies, bet tas ir normāli",viegls
"Viesistaba, virtuve, vannas istaba, un man ir guļamistaba. Mums ir liels dārzs. Man ir draugs Bekirs. Viņam ir kaķis",viegls
Manu tēvu sauc Maiks. Viņam ir 45 gadi. Viņš strādā par arhitektu. Manu māti sauc {Dani}. Viņai ir 43 gadi,viegls
Arī ir daudz koncertu. Es bieži dodos uz popmūzikas koncertiem vai rokmūzikas koncertiem ar manu māsu,viegls
"Mana kaimiņiene ir skolotāja, un viņas vīrs būs ķirurgs. Viņiem bija kaķis un patīk Latvija",viegls
Viņa sievai ir trīs bērni. Pagājušajā vasarā viņiem piedzima dēls,viegls
Es dzeru limonādi. Vai tev garšo omlete? Man ļoti garšo zemenes. No rīta es dzeru tēju. Pusdienās es dzēru kafiju,viegls
"Man arī ir viens brālis. Es biju ārsts, bet tagad es esmu pensionārs. Man patīk šahs ar saviem draugiem",viegls

Māsa ir stāvoklī. Apprecējās pagājušajā gadā. Brālis studē medicīnu arī šeit. Pašreiz mēs kopā ēdam. Paldies,vidējs
"Brīvajā laikā man ļoti patīk ceļot, jo es satiekos ar manu ģimeni",vidējs
"Es esmu zviedriete, bet es dzīvoju Latvijā. Mana adrese ir Brīvības iela 57. Man ir deviņpadsmit gadi. Cik Jums gadu",vidējs
Es dzeru katru dienu. Man arī patīk gulēt. Nākamajā gadā mēs dzīvosim Zviedrijā. Bet Rīga ir ļoti liela,vidējs
"Man patīk lasīt, mācīties, ceļot un cīņa pret citplanētiešiem. Man ir ļoti tehnoloģiskas bruņas",vidējs
"Mums garšo konfektes un šokolāde. Mario garšo apelsīni, bet man negaršo apelsīni. Man patīk suņi. Man ir daudz suņu",viegls
"Tā ir mana ģimene, mana māte, tā ir Ella. Mans tēvs, viņu sauc Alo, mana māsa, tā ir Anete",vidējs
Laiks doties prom. Man patīk rakstīt. Paldies jums! Matīss,viegls
"Turklāt man ir vecmamma, vectēvs, astoņas māsīcas un seši brālēni. Viņi visi dzīvo Hamburgā, bet es dzīvoju Latvijā",viegls
Es ēdu brokastis mājās astoņos. Brokastīs man garšo jogurts ar augļiem un kafija ar pienu,vidējs
"Man patīk strādāt kafejnīcā, bet es tagad nestrādāju",vidējs
"Mana ģimene ir Spānijā. Manu tēvu sauc Karloss, viņam ir sešdesmit gadu, un viņš ir meistars",vidējs
Viņu sauc Oļegs. Viņš dzīvo Krievijā. Viņam ir sešdesmit astoņi gadi. Viņš ir pensionārs. Man ir liels suns,vidējs
"Bet es joprojām priecājos, ka esmu šeit",viegls
"Liza ir no Berlīnes. Viņa runā vāciski, angliski un spāniski. Liza studē socioloģiju Holandē, bet viņa gribētu studēt vēsturi",vidējs
"Es mīlu savu ģimeni, tas ir labākais. Paldies",viegls
"Manu meitu sauc Anna, un viņai ir 20 gadi. Viņa studē medicīnu Rīgas Stradiņa universitātē",vidējs
Viņiem ir septiņi gadi. Man ļoti patīk mani draugi Rīgā,viegls
Viņa strādā bankā “SEB”. Viņai patīk dziedāt. Mana māsa ir Jūlija. Viņai ir 22 gadi. Viņa studē Rīgas Stradiņa universitātē,vidējs
"Tagad es strādāju veikalā Rimi. Man ļoti patīk mans darbs, tāpēc ka man patīk kārtot pārtikas produktus",vidējs
Mana māte ir Eija. Viņai ir sešdesmit gadi. Viņa ir ārste. Manam tētim ir sešdesmit gadi arī,vidējs
"Mani vecvecāki dzīvo Somijā. Viņi nerunā angliski. Vecmamma un vectēvs ir pensionāri. Es būšu drīz mājās, Helsinkos, atkal",viegls
"Man ir viens brālis un viena māsa. Viņš ir Jānis, un viņa ir Ilze. Man ir viens dēls",vidējs
Viņai patīk gatavot ēst un dejot. Viņai ir draugs latvietis,viegls
"Studijas nav vieglas, bet man patīk. Man ir nodarbības katru dienu. Parasti man ir 1–2 nodarbības dienā",vidējs
"Viņa runā sešās valodās, viņa dzīvo Aleksandra Čaka ielā sešdesmit seši",vidējs
Katru nedēļu man ir nodarbības latviešu valodā,viegls
"Man ir divas māsas un trīs brāļi. Viņus sauc: Amanda, Viktorija, Davids, Deivids un Mikels. Viņi mācās skolā",viegls
"Es esmu spāniete. Es dzīvoju Barselonā. Es runāju spāniski, angliski, krieviski un mazliet latviski. Iepazīstieties! Mans tēvs Andrē",viegls
"Es dzīvoju četrus mēnešus Rīgā. Man patīk universitāte, arhitektūra un staigāt pa parku",vidējs
Pilsētu sauc Stokholma. Es eju uz lekciju anatomijā katru nedēļu. Es domāju par savu ģimeni. Man patīk Rīga ļoti,viegls
Man garšo maize,viegls
Trešdienā man ir trīs nodarbības. Astoņos sākas ķīmija. Tā beidzas pusdesmitos. Pēc tam ir molekulārā bioloģija. Divpadsmitos sākas latviešu valoda,viegls
"Mājās Šveicē nav medus kūkas. Latvijā arī ir skaisti nacionālie parki, un brīvdienās man patīk staigāt gar jūru",viegls
"Es runāju angliski, vāciski un singalu valodā. Man ir suns. Viņu sauc Snouvijs. Man patīk peldēt, lasīt un skatīties seriālus",sarežģīts
"Tāpēc ka manas smadzenes ir novārgušas, es dodos mājās. Dažreiz es sportoju pēc tam, lai mans ķermenis atpūšas",viegls
Mana māte runā portugāliski un angliski. Man patīk mana ģimene un Jēzus,vidējs
"Pēc nodarbībām es mācos Nacionālajā bibliotēkā līdz vakaram, tad es braucu uz mājām un gatavoju vakariņas ar savu brālēnu",viegls
"Es dzīvoju Varšavā. Es dzīvoju privātmājā. Mūsu mājās ir 2 guļamistabas, dzīvojamā istaba, vannasistaba, virtuve, pagrabs",viegls
Viņai ir četrdesmit pieci gadi. Viņa ir skolotāja. Mana tēva vārds ir Aleksandrs. Viņš bija policists agrāk. Tagad viņš nestrādā,vidējs
"Viņš ir ārsts. Manu brāli sauc Ādams. Viņš ir tiesību students. Es runāju angliski, vāciski, spāniski un mazliet latviski",viegls
Man patīk iet uz sporta zāli un uz tirgu,viegls
"Viņi dzīvo Anglijā. Mana māte ir no Anglijas, un mans tēvs ir no Vācijas. Mani brāļi studē ekonomiku un likumus",viegls
"Man patīk doties uz visiem jaukajiem restorāniem un bāriem Rīgā. Man patīk, ka Rīgā ir daudz parku",viegls
"Viņi dzīvo Norvēģijā ar manu māti. Mana ģimene ir maza un šķirta, bet mēs to darām",vidējs
"Es studēju Liepājas Universitātē. Es dzīvoju studentu kopmītnēs. Mana universitāte ir maza universitāte. Man patīk datori, un man patīk programmēšana",vidējs
Vācijā man ir daudz draugu. Visi mācās tur. Man ir draugs. Viņš studē medicīnu Ķelnē. Otrs mācās jurisprudenci Bohumā,vidējs
"Manas mātes vārds ir Lisbeta, un mana tēva vārds ir Rolfs Arne",vidējs
"Man ir ļoti jauni draugi, ar kuriem es pavadu daudz laika. Mēs studējam kopā, un vakarā mēs varam atpūsties",viegls
Viņam patīk spēlēt futbolu ar mani,viegls
"Sanijai ir divdesmit septiņi gadi, un viņai patīk kaķi un alus",viegls
Viņai ļoti patīk spēlēties ar citiem suņiem,viegls
"Es runāju zviedru, angļu un mazliet latviešu valodā. Pašlaik man nav mājdzīvnieku, bet nākotnē es gribētu dabūt suni",viegls
"Viņš ir inženieris. Viņam nav bērnu. Mani vecāki dzīvo Freiburgā. Viņi runā vāciski, angliski; mana māte runā papildus franciski",viegls
Viņas vīrs ir karalis. Manai māsai ir trīs bērni. Viņu bērnu vecāki ir mans brālis un māsa,vidējs
Man ir divdesmit viens gads. Es esmu students. Es dzīvoju Itālijā. Es esmu no Krievijas. Mans tēvs Pedro,vidējs
"Manā istabā ir gulta, galds, skapis un krēsli. Somijā es dzīvoju Helsinkos. Tur es studēju universitātē",vidējs
"Es studēju Liepājas Universitātē. Man nav daudz lekciju, bet man ir tikai svarīgas lekcijas. Mana mīļākā stunda ir matemātika",viegls
Man ir astoņi brālēni un sešas māsīcas. Man ir suns Vendija. Mana ģimene dzīvo nelielā ciemā,vidējs
"Man patīk latviešu valoda, inovāciju menedžments, bet nepatīk statistika, tā ir grūta",vidējs
"Pusnaktī mēs ejam uz klubu ""Pūce"", un mēs dejojam visu nakti",viegls
Es ļoti labi spēlēju futbolu. Manā brīvajā laikā es strādāju Wirtgen Latvija SIA. Man ir trīs draugi,vidējs
"Diemžēl man nav vecmammas un vectēva, bet man ir trīs onkuļi un divas tantes",vidējs
"Es esmu francūziete. Mana dzimtā valoda ir franču valoda, un es arī runāju angliski, itāliski un mazliet latviski",viegls
Es braucu uz universitāti ar tramvaju vai ar autobusu. Es drīzāk gribu braukt ar autobusu,viegls
Viņai ir piecdesmit astoņi gadi. Viņa ir no Anglijas un ir ķirurģe. Mana māsa ir Denīze,vidējs
Man ir vecmāmiņa un vectēvs. Man ģimene ir ļoti svarīga. Es esmu vecākais bērns mūsu ģimenē,viegls
"Šodien es mācos, rīt es rakstīšu kolokviju. Tāpēc, ka rīt es rakstīšu bioķīmijā kolokviju, man jāmācās",sarežģīts
"Es esmu zviedriete, es runāju zviedriski. Mana māte ir skaista sieviete. Viņa ir laipna un draudzīga. Rīga ir Latvijas galvaspilsēta",viegls
"Viens ir pelēks, vēl viens ir melns un pārējie četri kaķi ir balti. Mani vecvecāki ir ļoti veci",viegls
Mēs ēdam un runājam kopā,viegls
"Mans uzvārds ir Herbess. Man ir 20 gadi. Es esmu no Vācijas. Man nav brāļa, bet man ir māsa",viegls
"Es ēdu jūras veltes, piemēram, zivis. Es ēdu žāvētus augļus, mandeles, vīģes, zemesriekstus",vidējs
Man ir deviņpadsmit gadu. Es esmu studente. Es gribu kļūt par ģeogrāfijas skolotāju. Mana ģimene sastāv no sešiem cilvēkiem,vidējs
"gadā, un es strādāju kafejnīcā",viegls
"Viņa ir ārste, un viņai ir sešdesmit divi gadi. Manai māsai Lisai ir trīsdesmit gadi. Viņa dzīvo Berlīnē",viegls
"Es neesmu veģetāriete. Es strādāju skolā, man garšo gāzēti dzērieni. Man patīk hokeja spēle, man negaršo kafija un tēja",vidējs
"Man ir astoņdesmit gadi. Es esmu vāciete, bet es dzīvoju Austrijā. Es runāju vāciski un franciski",vidējs
"Mani vecāki nav no Bolcāno. Mans tētis ir no Sicīlijas, un mana mamma ir no Romas",vidējs
"Manām māsām Majai un Ronjai ir 12 gadi, viņas ir dvīnes. Manam brālim Dāvidam ir 16 gadi",viegls
"Es esmu kursa studente, es esmu no maģistra programmas. Man patīk praktiskās nodarbības, bet man nepatīk individuālais darbs",vidējs
"Man garšo kartupeļi, un mans telefona numurs ir nulle, astoņi, četri, divi, viens, pieci, četri",viegls
"Jūs varat doties braucienos uz citām pilsētām vai valstīm. Rīga ir laba vieta, kuru apmeklēt. Kopumā es priecājos dzīvot Liepājā",viegls
"Viņai ir trīs kaķi. Es esmu no Vācijas, bet tagad es dzīvoju Rīgā",viegls
Man patīk spēlēt basketbolu un ēst vakariņas brīvajā laikā. Man patīk braukt uz Rīgu brīvdienās un apmeklēt manus vecvecākus,viegls
Viņi dzīvo Turku. Mums ir suns Alberts arī. Parasti es guļu deviņas stundas. Man patīk gulēt,vidējs
"Tā ir mana māsa. Viņa ir studente. Viņa dzīvo Minhenē. Viņa runā vāciski un angliski",viegls
Divdesmit četros es lasu grāmatu un guļu,viegls
Manai jaunākajai māsai tiešām patīk dejot un dziedāt. Viņa ir patiešām talantīga,vidējs
Savas pusdienas es gatavoju mājās. Un parasti ēdu lasi ar kartupeļiem. Pēc nodarbībām es parasti eju uz Caffeine Galerijā Rīga,vidējs
"Mani draugi arī studē Medicīnas fakultātē, Latvijas Universitātē, vai studē universitātē Vācijā. Kad es esmu Vācijā, mēs darām daudz",vidējs
Es dzīvoju Liepāja. Man patīk Liepāja. Rīga ir Latvijas galvaspilsēta. Tas ir mans otrais pusgads. Es dzīvoju kopmītnē,vidējs
"Mana tēva vārds ir Mihailo, viņš ir 45 gadus vecs, un viņam ir savs bizness",vidējs
Viņi ir seniori. Mēs dzīvojam dzīvoklī. Tajā ir trīs istabas,viegls
Universitāte dod iespēju piedalīties Erasmus. Universitātē ir daudz starptautisko studentu,vidējs
Regulāras ēdienreizes un miegs astoņas stundas ir veselīgi. Izvēlieties pareizu uzturu un dzeriet daudz ūdeni! Ātrās uzkodas var izraisīt aptaukošanos,vidējs
Man garšo rīsi un zivis. Dažreiz es braucu uz mājām ar autobusu vai trolejbusu.,viegls
Pēc brokastīm es braucu uz universitāti ar tramvaju. Tas ilgst divpadsmit minūtes. Pirmdienās man ir bioķīmija. Es ēdu pusdienas kafejnīcā,viegls
Man patīk histoloģija un nepatīk bioķīmija. Pēc skolas man patīk pirkt pārtiku veikalā. Es ēdu vakariņas septiņos vakarā,viegls
"Man garšo itāļu ēdiens. Itāļu pica ir ļoti garšīga. Man ir draugs, viņu sauc Makss, viņam ir trīsdesmit gadi",viegls
"Mans brālis arī runā vāciski un angliski, un franciski. Bet viņš arī runā ķīniski. Manam brālim patīk studēt",viegls
"Mātei patīk gulēt, un viņai garšo tēja un šokolāde. Tētim patīk lasīt un slēpot, bet nepatīk slidot. Viņam garšo kafija",viegls
Es dzīvoju viens pats. Es studēju Rīgas Stradiņa universitātē. Es studēju medicīnu. Manas grupas numurs ir divi,viegls
Iepazīstieties! Mans tēvs Blesingsts. Viņam ir 59 gadi. Viņš ir aktieris. Mana māte Akadero. Drīz viņai būs 50 gadu,vidējs
"Lai gan man patīk Portugāle, man arī patīk mana dzīve Rīgā, un es gribu atgriezties",viegls
"Tā ir mana ģimene. Es esmu daktere. Tās ir manas māsas, man ir četras māsas un divi brāļi",vidējs
Mana ģimene ir labākā! Man ir divi draugi. Man ļoti patīk ceļot ar manām draudzenēm. Viņas sauc Roberta un Liene,vidējs
"Universitāte ir Rīgas Stradiņa universitāte, bet tagad es studēju mājās, tāpēc ka ir Covid-19",vidējs
Mans vectēvs ir Rusoss. Viņam ir 75 gadi (septiņdesmit pieci). Duigu un Rusoss dzīvo Tallinā. Mums ir privātmāja Helsinkos,vidējs
"Man negaršo kafija un tomāti. Mana adrese ir Jura Alunāna iela divi, dzīvoklis trīsdesmit. Mūsu dzīvoklī dzīvo trīs studentes",vidējs
"Mans brālis ir no Norvēģijas, viņu sauc Ferdiola. Viņš studē par veterinārārstu, un mana māsa studē ekonomiku Trumsē",vidējs
"Man patīk arī ceļot, pagājušajā es biju Francijā un Spānijā, un Vācijā",vidējs
Manas māsas sauc Marta un Karīna. Martai ir 14 gadi un Karīnai ir 10 gadi. Manas māsas ir skolnieces,viegls
"Es parasti ēdu pusdienas ar manu draugu. Vakarā es mācos līdz diviem rītā, un pēc tam es eju gulēt",viegls
"Tā ir mana ģimene. Mana māte, viņa strādā tiesā pie Oslo. Mans tēvs strādā ar transportu ASV. Tagad dzīvoju Latvijā",vidējs
Esmu dzimusi Zviedrijā un visu savu dzīvi esmu tur dzīvojusi. Studiju dēļ pārcēlos uz Rīgu,vidējs
Es biju Rīgā četras nedēļas. Mums tagad ir tiešsaistes universitāte. Es mācos Rīgas Stradiņa universitātē. Es studēju zobārstniecību,vidējs
Man ir divdesmit četri gadi. Es studēju psiholoģiju. Tagad es esmu students Liepājas Universitātē. Es esmu Erasmus projektā,vidējs
Darba laikā man patīk gatavot ēdienu un iet iepirkties. Man patīk daudz dažādu ēdienu,vidējs
"Es runāju zviedriski, spāniski, angliski, arābiski un mazliet latviski. Man patīk mācīties valodas un bioloģiju. Man garšo viss, izņemot apelsīnus",viegls
Viņa ir Flindersas universitātes studente. Viņa studē Austrālijā. Mani brāļi un . Viņi iet uz skolu,viegls
"Mana ģimene ir mans tēvs Burts, mana māte Lurta. Man ir trīs māsas. Viņas sauc Gurta, Surta un Murta",viegls
Es studēju anatomiju un ķīmiju. Priecīgu Jauno gadu,viegls
"Man ir viens kaķis, un man patīk mans kaķis",viegls
"Mana tēva vārds ir Igors, viņš strādā par skolotāju. Man ir divi brāļi, Mikola un Ivans, viņi ir studenti",viegls
"Man ir ģimene Vācijā. Mans tēvs, viņu sauc Ezahm, un viņš ir zobārsts",viegls
"Pēc diviem gadiem es pabeigšu universitāti. Tad mēs pārcelsimies uz Taivānu, un mēs precēsimies. Ak, tas ir sapnis",vidējs
Mani draugi dzīvo Rīgas centrā. Es sportoju kopā ar maniem draugiem daudz. Mēs spēlējam basketbolu vai futbolu,vidējs
Man garšo medus. Man garšo zivis. Man garšo kartupeļi. Man garšo sviests. Man garšo apelsīni,viegls
"Es parasti eju uz klubu. Es parasti rakstu mājas darbus vasaras laikā. Es tikšos ar Keitu, man viņa patīk. Atvados",vidējs
Piecos vakarā es eju uz sporta zāli. Pēc sporta zāles es eju ar draugiem staigāt. Es ēdu vakariņas septiņos,vidējs
"Mana ģimene ir maza, bet es to mīlu. Es ceru, ka viņiem klājas labi",viegls
"Es parasti ēdu olas, maizi un dzeru tēju. No rīta man vajadzētu vairāk augļu",vidējs
"Tur es mācos ķīmiju, fiziku, latviešu valodu un anatomiju. Man patīk latviešu valoda, man nepatīk histoloģija",vidējs
"Es nesmēķēju, un es bieži sportoju. Parasti es skrienu ar Johannu un Ebu",viegls
Brīvajā laikā es spēlēju klavieres un mazliet ģitāru. Vakarā es sportoju sporta zālē,viegls
"Man negaršo kafija un suši, Mana māsa Marija strādā Vācijā. Marijai patīk amerikāņu filmas, un viņai negaršo alus",vidējs
Man ir sieva. Viņa ir Karoliška. Viņai ir 27 (divdesmit septiņi) gadi. Viņa ir grāmatvede. Viņa ir latviete,viegls
"Brīvdienās mēs braucam uz pludmali. Mēs nopērkam ābolus, maizi un sieru piknikam. Mums garšo alus, un mums patīk saulriets",viegls
"Mani vecāki dzīvo Barselonā. Mans tēvs ir Mario. Viņam ir 48 gadi, un viņš ir ārsts. Manu māti sauc Marija",viegls
Man negaršo konfektes. Man patīk lasīt un peldēt. Man nepatīk eksāmens un kino. Es nestrādāju tagad,viegls
"Mani vecāki ir ārsti. Man patīk ceļot ar ģimeni, pagājušajā vasaras brīvlaikā mēs bijām Spānijā",vidējs
Viņam ir 48 gadi. Mana māte ir inženiere. Mans tēvs ir pirotehniķis. Mana māsa Katja. Viņai ir 25 gadi,vidējs
"Nesen es biju Siguldā, Daugavpilī, Jelgavā, Liepājā, Jūrmalā un Rīgā. Rīga ir skaista pavasarī. Pie manas mājas ir Kronvalda parks",viegls
"Latviešu valoda ir sarežģīta. Es esmu šeit pēdējos 4 mēnešus. Man patīk Latvija, un kultūra ir lieliska",vidējs
"Mēs strādājam kopā slimnīcā. Man ir viena draudzene, viņai ir 31 gads, un viņa ir advokāte",vidējs
Tā ir mana ģimene. Mana ģimene nav liela. Iepazīstieties! Mans tēvs Sebastians. Viņam ir piecdesmit deviņi gadi. Viņš ir policists,viegls
